name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,datePremiered,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,numOfScenes,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"kynaston-corona-minervae","eng000099","","Kynaston","0","Corona Minervae","","","https://texts.earlyprint.org/works/A04959.xml","","","","","1635","7","false","1","1","1","several characters","6","1","","","","6","7","3","4","0","1","1","21","1635","2","","0","0","5077","3989","600","16","447"
"lacy-sauny-the-scot","eng000511","","Lacy","0","Sauny the Scot, or The Taming of the Shrew","","","https://texts.earlyprint.org/works/A48052.xml","","","","","1698","0","false","","","","","","","","","1698","","0","0","0","0","0","","","","5","","5","0","21695","20881","456","972","35"
"lacy-sir-hercules-buffoon","eng000512","","Lacy","0","Sir Hercules Buffoon, or The Poetical Squire","","","https://texts.earlyprint.org/works/A48059.xml","","","","","1684","0","false","","","","","","","","","1684","","0","0","0","0","0","","","","16","","5","16","25168","23825","339","1062","47"
"lacy-the-dumb-lady","eng000509","","Lacy","0","The Dumb Lady, or The Farrier Made Physician","","","https://texts.earlyprint.org/works/A48031.xml","","","","","1672","0","false","","","","","","","","","1672","","0","0","0","0","0","","","","5","","5","0","29598","27562","508","1294","18"
"lacy-the-old-troop","eng000510","","Lacy","0","The Old Troop, or Monsieur Raggou","","","https://texts.earlyprint.org/works/A48039.xml","","","","","1672","0","false","","","","","","","","","1672","","0","0","0","0","0","","","","5","","0","0","21502","19824","651","975","10"
"leanerd-the-rambling-justice","eng000515","Q108044060","Leanerd","0","The Rambling Justice, or The Jealous Husbands","","","https://texts.earlyprint.org/works/A49877.xml","","","","","1678","0","false","","","","","","","","","1678","","0","0","0","0","0","","","","21","1","5","21","24302","22173","1573","893","63"
"lee-caesar-borgia-son-of-pope-alexander-vi","eng000677","","Lee","0","Caesar Borgia, Son of Pope Alexander VI","","","https://texts.earlyprint.org/works/A49922.xml","","","","","1680","0","false","","","","","","","","","1680","","0","0","0","0","0","","","","6","","5","2","25988","23945","516","0","2894"
"lee-constantine-the-great","eng000678","Q108112923","Lee","0","Constantine the Great","","","https://texts.earlyprint.org/works/A49924.xml","","","","","1684","0","false","","","","","","","","","1684","","0","0","0","0","0","","","","9","1","5","8","21414","19924","368","0","2466"
"lee-gloriana","eng000597","","Lee","0","Gloriana, or The Court of Augustus Caesar","","","https://texts.earlyprint.org/works/A49925.xml","","","","","1676","0","false","","","","","","","","","1676","","0","0","0","0","0","","","","7","","5","7","20730","19094","304","0","2229"
"lee-lucius-junius-brutus-father-of-his-country","eng000679","Q85782583","Lee","0","Lucius Junius Brutus, Father of His Country","","","https://texts.earlyprint.org/works/A49928.xml","","","","","1681","0","false","","","","","","","","","1681","","0","0","0","0","0","","","","8","1","5","8","23817","21898","294","60","2393"
"lee-mithridates-king-of-pontus","eng000681","Q108044083","Lee","0","Mithridates, King of Pontus","","","https://texts.earlyprint.org/works/A49930.xml","","","","","1678","0","false","","","","","","","","","1678","","0","0","0","0","0","","","","7","1","5","7","26262","23906","448","0","2830"
"lee-nero-emperor-of-rome","eng000684","","Lee","0","Nero, Emperor of Rome","","","https://texts.earlyprint.org/works/A49952.xml","","","","","1675","0","false","","","","","","","","","1675","","0","0","0","0","0","","","","14","","5","14","15301","13902","281","17","1612"
"lee-sophonisba","eng000682","","Lee","0","Sophonisba, or Hannibal's Overthrow","","","https://texts.earlyprint.org/works/A49940.xml","","","","","1676","0","false","","","","","","","","","1676","","0","0","0","0","0","","","","5","","5","0","18939","18117","422","0","2169"
"lee-the-massacre-of-paris","eng000680","Q108030227","Lee","0","The Massacre of Paris","","","https://texts.earlyprint.org/works/A49929.xml","","","","","1690","0","false","","","","","","","","","1690","","0","0","0","0","0","","","","13","1","5","13","19355","16895","414","1","2024"
"lee-the-princess-of-cleve","eng000598","Q107608613","Lee","0","The Princess of Cleve","","","https://texts.earlyprint.org/works/A49933.xml","","","","","1689","0","false","","","","","","","","","1689","","0","0","0","0","0","","","","15","1","5","15","28326","26670","470","510","1346"
"lee-the-rival-queens","eng000599","","Lee","0","The Rival Queens, or The Death of Alexander the Great","","","https://texts.earlyprint.org/works/A49935.xml","","","","","1677","0","false","","","","","","","","","1677","","0","0","0","0","0","","","","5","","5","0","23080","19940","419","1","2387"
"lee-theodosius","eng000683","Q110998666","Lee","0","Theodosius, or The Force of Love","","","https://texts.earlyprint.org/works/A49947.xml","","","","","1680","0","false","","","","","","","","","1680","","0","0","0","0","0","","","","10","0","5","10","23911","21227","821","3","2532"
"lodge-the-wounds-of-civil-war","eng000103","","Lodge","0","The Wounds of Civil War, or Marius and Scilla","","Tragedy","https://texts.earlyprint.org/works/A06184.xml","","","","","1588","48","false","0.8467785658219368","0.4352836879432624","1.5647163120567376","eng000103-marius","20.458333333333332","2","","","","47","48","2","46","0","2","1","491","1588","6","","6","0","20592","19809","623","43","2368"
"lower-the-phoenix-in-her-flames","eng000110","","Lower","0","The Phoenix in Her Flames","","Tragedy","https://texts.earlyprint.org/works/A06402.xml","","","","","1639","23","false","0.9010453255035299","0.8142292490118577","1.1857707509881423","several characters","17.91304347826087","2","","","","22","23","4","19","0","0","1","206","1639","4","","1","0","24819","23837","432","130","2670"
"lupton-all-for-money","eng000112","","Lupton","0","All for Money","","Comedy","https://texts.earlyprint.org/works/A06480.xml","","","","","1577","31","false","1","1","1","several characters","30","1","","","","30","31","1","6","24","0","1","465","1577","1","","0","0","17462","15912","700","36","1437"
"lyly-campaspe","eng000113","Q5027948","Lyly","0","Campaspe","","Comedy","https://texts.earlyprint.org/works/A06583.xml","","","","","1583","29","false","0.8912347550278584","0.29064039408866993","1.7389162561576355","eng000113-diog","8.137931034482758","3","","","","27","29","2","28","0","1","1","118","1583","19","1","5","19","14024","12782","123","574","0"
"lyly-endymion","eng000114","Q5376698","Lyly","0","Endymion","","Comedy","https://texts.earlyprint.org/works/A06589.xml","","","","","1588","23","false","0.8838131462172384","0.5138339920948617","1.6047430830039526","eng000114-tophas","11.304347826086957","3","","","","18","23","8","15","0","0","1","130","1588","17","2","5","17","19847","19214","150","713","0"
"lyly-gallathea","eng000115","Q5518881","Lyly","0","Gallathea","","Comedy","https://texts.earlyprint.org/works/A06619.xml","","","","","1584","24","false","0.7895049395049395","0.322463768115942","2.010869565217391","eng000115-cupid","7.416666666666667","4","","","","15","24","8","16","0","1","1","89","1584","21","2","5","20","14155","13711","175","491","0"
"lyly-love-s-metamorphosis","eng000116","Q6690002","Lyly","0","Love's Metamorphosis","","Tragicomedy","https://texts.earlyprint.org/works/A06620.xml","","","","","1590","15","false","0.8932867132867133","0.6476190476190476","1.3714285714285714","eng000116-erisicthon","9.066666666666666","3","","","","13","15","7","8","0","0","1","68","1590","11","1","5","11","10810","10596","101","437","0"
"lyly-midas","eng000117","Q6841103","Lyly","0","Midas","","Comedy","https://texts.earlyprint.org/works/A06621.xml","","","","","1589","30","false","0.8262937062937062","0.2689655172413793","2.2436781609195404","eng000117-martius|eng000117-mellacrites","7.8","4","","","","16","30","11","18","1","1","1","117","1589","14","1","5","14","16137","15649","127","521","23"
"lyly-mother-bombie","eng000118","Q6917306","Lyly","0","Mother Bombie","","Comedy","https://texts.earlyprint.org/works/A06622.xml","","","","","1587","25","false","0.9132766104985783","0.7833333333333333","1.2166666666666666","eng000118-dromio|eng000118-riscio|eng000118-halfpenny","18.8","2","","","","24","25","6","19","0","0","1","235","1587","21","1","5","17","17731","17451","187","835","75"
"lyly-sappho-and-phao","eng000119","","Lyly","0","Sappho and Phao","","Comedy","https://texts.earlyprint.org/works/A06625.xml","","","","","1583","17","false","0.7930265812618754","0.39705882352941174","1.8235294117647058","eng000119-sapho","6.352941176470588","4","","","","13","17","9","8","0","0","1","54","1583","19","","5","19","14237","13417","113","522","0"
"lyly-the-woman-in-the-moon","eng000120","Q7775551","Lyly","0","The Woman in the Moon","","Comedy","https://texts.earlyprint.org/works/A06629.xml","","","","","1593","19","false","0.9269349845201241","0.847953216374269","1.152046783625731","several characters","15.263157894736842","2","","","","18","19","7","12","0","0","1","145","1593","6","1","6","6","13464","12842","441","330","1177"
"machin-barkstead-marston-the-insatiate-countess","eng000134","Q7742135","Machin","2","The Insatiate Countess","","Tragedy","https://texts.earlyprint.org/works/A07067.xml","","","","","1607","30","false","0.8688752198894186","0.6551724137931034","1.3448275862068966","several characters","19","2","","","","29","30","5","25","0","1","1","285","1607","5","1","0","0","22194","21688","825","353","1901"
"maidwell-the-loving-enemies","eng000518","Q108130978","Maidwell","0","The Loving Enemies","","","https://texts.earlyprint.org/works/A51422.xml","","","","","1680","0","false","","","","","","","","","1680","","0","0","0","0","0","","","","6","1","5","0","24608","23021","714","525","1202"
"markham-sampson-herod-and-antipater","eng000122","","Markham","1","Herod and Antipater","","Tragedy","https://texts.earlyprint.org/works/A06982.xml","","","","","1622","34","false","0.901676377766414","0.7647058823529411","1.2352941176470589","several characters","25.235294117647058","2","","","","33","34","3","31","0","0","1","429","1622","5","","5","0","24686","23256","1058","28","2996"
"marlowe-dr-faustus","eng000126","Q50919","Marlowe","0","Dr. Faustus","","Tragedy","https://texts.earlyprint.org/works/A07009.xml","","","","","1588","33","false","1","1","1","several characters","32","1","","","","32","33","1","25","7","2","1","528","1588","1","26","0","0","12343","11937","426","292","774"
"marlowe-edward-the-second","eng000127","Q195219","Marlowe","0","Edward the Second","","","https://texts.earlyprint.org/works/A07018.xml","","","","","1592","45","false","1","1","1","several characters","44","1","","","","44","45","2","43","0","2","1","990","1592","1","14","0","0","22435","21502","684","0","2627"
"marlowe-nashe-dido-queen-of-carthage","eng000128","Q857989","Marlowe","1","Dido, Queen of Carthage","","Tragedy","https://texts.earlyprint.org/works/A07023.xml","","","","","1585","16","false","1","1","1","several characters","15","1","","","","15","16","5","11","0","0","1","120","1585","5","9","4","0","14299","14026","224","0","1734"
"marlowe-tamburlaine-1","eng000125","","Marlowe","0","1 Tamburlaine","","Tragedy","https://texts.earlyprint.org/works/A07004.xml","","","","","1587","54","false","0.8017799560801132","0.2487770789657582","1.954577218728162","eng000125-theridamas","13.185185185185185","5","","","","45","54","9","45","0","4","1","356","1587","39","","10","39","37365","35582","945","59","4439"
"marlowe-the-jew-of-malta","eng000123","Q649741","Marlowe","0","The Jew of Malta","","Tragedy","https://texts.earlyprint.org/works/A06991.xml","","","","","1589","35","false","0.872555656223575","0.6168067226890757","1.3831932773109243","eng000123-barabas","20.97142857142857","2","","","","34","35","5","30","0","4","1","367","1589","5","17","5","0","20474","19550","349","3","2360"
"marlowe-the-massacre-at-paris","eng000124","Q1239178","Marlowe","0","The Massacre at Paris","","Tragedy","https://texts.earlyprint.org/works/A07003.xml","","","","","1593","47","false","1","1","1","several characters","46","1","","","","46","47","6","39","2","1","1","1081","1593","1","9","0","0","10842","10123","731","224","950"
"marmion-a-fine-companion","eng000129","Q4656756","Marmion","0","A Fine Companion","","Comedy","https://texts.earlyprint.org/works/A07024.xml","","","","","1633","22","false","0.7857068955999438","0.3852813852813853","1.5706806282722514","eng000129-careless","8.090909090909092","3","","","","18","22","4","18","0","0","2","89","1633","27","1","26","26","24520","23739","252","679","1086"
"marmion-holland-s-leaguer","eng000130","Q5880780","Marmion","0","Holland's Leaguer","","Comedy","https://texts.earlyprint.org/works/A07025.xml","","","","","1631","20","false","0.8192250233426703","0.5052631578947369","1.5157894736842106","eng000130-trimalchio","9.6","3","","","","18","20","7","13","0","0","1","96","1631","24","1","7","24","22433","21459","408","359","2482"
"marston-antonio-and-mellida","eng000131","Q4777044","Marston","0","Antonio and Mellida","","Tragicomedy","https://texts.earlyprint.org/works/A07063.xml","","","","","1599","17","false","0.9742296918767508","0.9705882352941176","1.0294117647058822","several characters","15.529411764705882","2","","","","16","17","3","14","0","0","1","132","1599","5","1","5","0","15925","14814","689","204","1135"
"marston-antonio-s-revenge","eng000132","Q4776377","Marston","0","Antonio's Revenge","","Tragedy","https://texts.earlyprint.org/works/A07064.xml","","","","","1600","21","false","0.8541344894396642","0.5666666666666667","1.4333333333333333","eng000132-antonio","11.333333333333334","2","","","","20","21","2","19","0","0","1","119","1600","26","3","5","26","16693","15386","1107","241","1560"
